Frame Number,hip,ra,dec,mag,parallax,B_V,Spectral_type,size,Frame Boundaries
51,111710,339.43925419,-4.22776291,5.04,13.92,1.14,K2III       ,3.92,"[337.93489350072355, -9.16705561812075, 341.93489350072355, 0.8329443818792495]"
51,111761,339.59208979,-7.89755654,6.23,7.1,0.783,G1IV-V      ,1.5399999999999991,"[337.93489350072355, -9.16705561812075, 341.93489350072355, 0.8329443818792495]"
51,111965,340.19983525,-3.55413415,6.32,29.86,0.52,F6V         ,1.3599999999999994,"[337.93489350072355, -9.16705561812075, 341.93489350072355, 0.8329443818792495]"
51,112078,340.52494082,-5.10183894,6.28,2.44,1.569,M0          ,1.4399999999999995,"[337.93489350072355, -9.16705561812075, 341.93489350072355, 0.8329443818792495]"
51,112131,340.70490762,0.23184222,6.97,6.61,0.313,F0          ,0.0600000000000005,"[337.93489350072355, -9.16705561812075, 341.93489350072355, 0.8329443818792495]"
51,112168,340.76418447,-8.31143105,6.45,5.28,0.166,A5V         ,1.0999999999999996,"[337.93489350072355, -9.16705561812075, 341.93489350072355, 0.8329443818792495]"
51,112179,340.80936458,-6.96291246,6.4,8.87,-0.039,A0Vn        ,1.1999999999999993,"[337.93489350072355, -9.16705561812075, 341.93489350072355, 0.8329443818792495]"
52,112615,342.12579744,-10.55549675,6.19,8.64,0.274,A9III-IV    ,1.6199999999999992,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
52,112716,342.39795761,-13.59253756,4.05,8.58,1.57,K5III       ,5.9,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
52,112961,343.15360192,-7.57967878,3.73,8.33,1.626,M2IIIvar    ,6.54,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
52,112974,343.19318515,-10.05888574,6.74,25.59,0.524,F8          ,0.5199999999999996,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
52,113028,343.36497124,-5.98792845,6.94,9.19,0.336,A2          ,0.11999999999999922,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
52,113031,343.36954639,-11.61651887,5.8,4.96,-0.082,B8IV/V      ,2.4000000000000004,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
52,113085,343.52955349,-12.19030907,6.86,4.1,1.386,K2/K3III    ,0.27999999999999936,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
52,113127,343.64221027,-7.20454057,6.2,5.35,1.284,K3III       ,1.5999999999999996,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
52,113184,343.79560112,-4.98787812,5.72,11.13,0.881,K0III-IV    ,2.5600000000000005,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
52,113345,344.32169131,-4.81009168,6.31,7.9,0.948,G9III       ,1.3800000000000008,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
52,113531,344.89865503,-13.07089129,6.12,4.97,1.459,K3/K4III    ,1.7599999999999998,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
52,113583,345.08305485,-8.88046496,6.81,10.43,0.428,F2          ,0.3800000000000008,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
52,113674,345.34854619,-7.06113357,6.23,7.79,1.418,K5III       ,1.5399999999999991,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
52,113686,345.38209154,-4.71147966,5.94,1.23,0.992,K0          ,2.119999999999999,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
52,113781,345.63567045,-6.57392844,6.18,2.63,1.59,M2III       ,1.6400000000000006,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
52,113896,345.98785818,-4.79495356,6.68,32.5,0.581,F8V         ,0.6400000000000006,"[342.0199402782667, -14.243010248738562, 346.0199402782667, -4.243010248738562]"
53,113998,346.30366025,-17.07915256,6.15,5.91,1.37,K4III       ,1.6999999999999993,"[346.2247350942284, -19.27182419089104, 350.2247350942284, -9.271824190891039]"
53,114010,346.342116,-16.89843237,6.86,6.93,0.931,K0III       ,0.27999999999999936,"[346.2247350942284, -19.27182419089104, 350.2247350942284, -9.271824190891039]"
53,114371,347.45638262,-14.5105363,6.43,9.45,0.01,A0V         ,1.1400000000000006,"[346.2247350942284, -19.27182419089104, 350.2247350942284, -9.271824190891039]"
53,114536,347.99814943,-11.93348897,7.0,5.54,1.03,G8III       ,0.0,"[346.2247350942284, -19.27182419089104, 350.2247350942284, -9.271824190891039]"
53,114600,348.24411441,-9.57044367,7.0,4.23,1.154,K0          ,0.0,"[346.2247350942284, -19.27182419089104, 350.2247350942284, -9.271824190891039]"
53,114750,348.66740368,-10.68862744,6.13,3.9,1.504,K5III       ,1.7400000000000002,"[346.2247350942284, -19.27182419089104, 350.2247350942284, -9.271824190891039]"
53,114951,349.24415369,-18.87317472,6.93,3.19,1.295,K2III       ,0.14000000000000057,"[346.2247350942284, -19.27182419089104, 350.2247350942284, -9.271824190891039]"
53,114998,349.3681449,-16.17218598,6.72,1.64,-0.137,B5II/III    ,0.5600000000000005,"[346.2247350942284, -19.27182419089104, 350.2247350942284, -9.271824190891039]"
53,115015,349.41691068,-11.71295483,6.33,8.37,0.058,A1/A2IV/V   ,1.3399999999999999,"[346.2247350942284, -19.27182419089104, 350.2247350942284, -9.271824190891039]"
53,115038,349.48575859,-13.79514481,6.59,3.42,1.264,K2/K3IIICNp ,0.8200000000000003,"[346.2247350942284, -19.27182419089104, 350.2247350942284, -9.271824190891039]"
53,115078,349.62351551,-18.84159409,6.75,2.28,1.662,M1III       ,0.5,"[346.2247350942284, -19.27182419089104, 350.2247350942284, -9.271824190891039]"
53,115115,349.74021218,-9.610731,4.99,13.1,-0.022,A0V         ,4.02,"[346.2247350942284, -19.27182419089104, 350.2247350942284, -9.271824190891039]"
53,115126,349.77712113,-13.45844256,5.2,48.22,0.787,G6/G8IV     ,3.5999999999999996,"[346.2247350942284, -19.27182419089104, 350.2247350942284, -9.271824190891039]"
53,115144,349.85043968,-18.07539972,5.96,2.92,1.534,K2/K3III    ,2.08,"[346.2247350942284, -19.27182419089104, 350.2247350942284, -9.271824190891039]"
54,115404,350.66291976,-15.03938012,5.19,13.75,0.203,A3V         ,3.619999999999999,"[350.6211658663443, -24.22395137376934, 354.6211658663443, -14.223951373769339]"
54,115438,350.7429228,-20.10034505,3.96,20.14,1.082,K0III       ,6.08,"[350.6211658663443, -24.22395137376934, 354.6211658663443, -14.223951373769339]"
54,115522,351.01675838,-21.77422317,6.46,15.99,0.433,F3IV/V      ,1.08,"[350.6211658663443, -24.22395137376934, 354.6211658663443, -14.223951373769339]"
54,115528,351.03232585,-18.68812455,6.18,8.89,1.02,K0III       ,1.6400000000000006,"[350.6211658663443, -24.22395137376934, 354.6211658663443, -14.223951373769339]"
54,115669,351.51173897,-20.64186122,4.38,10.57,1.46,K4III       ,5.24,"[350.6211658663443, -24.22395137376934, 354.6211658663443, -14.223951373769339]"
54,115709,351.64765987,-21.74083208,6.43,8.24,1.036,K0III       ,1.1400000000000006,"[350.6211658663443, -24.22395137376934, 354.6211658663443, -14.223951373769339]"
54,115742,351.73767994,-15.24769754,6.91,8.46,0.201,A3III       ,0.17999999999999972,"[350.6211658663443, -24.22395137376934, 354.6211658663443, -14.223951373769339]"
54,115827,351.98523843,-15.2991925,6.73,3.59,1.514,K5III       ,0.5399999999999991,"[350.6211658663443, -24.22395137376934, 354.6211658663443, -14.223951373769339]"
54,116118,352.9251745,-21.36944011,6.24,12.49,0.319,F0V         ,1.5199999999999996,"[350.6211658663443, -24.22395137376934, 354.6211658663443, -14.223951373769339]"
54,116247,353.31927128,-20.91452506,4.7,10.18,0.02,A0V         ,4.6,"[350.6211658663443, -24.22395137376934, 354.6211658663443, -14.223951373769339]"
54,116368,353.7055442,-15.24579181,5.95,9.29,1.35,K4III       ,2.0999999999999996,"[350.6211658663443, -24.22395137376934, 354.6211658663443, -14.223951373769339]"
54,116624,354.51242043,-15.09483723,6.38,9.65,1.078,K0III       ,1.2400000000000002,"[350.6211658663443, -24.22395137376934, 354.6211658663443, -14.223951373769339]"
55,117107,356.12124378,-26.24658154,6.23,14.7,0.495,F3/F5V      ,1.5399999999999991,"[355.2890269632738, -29.065077329531093, 359.2890269632738, -19.065077329531093]"
55,117452,357.23116631,-28.1300148,4.59,22.73,0.001,A0V         ,4.82,"[355.2890269632738, -29.065077329531093, 359.2890269632738, -19.065077329531093]"
55,117481,357.33156347,-27.85413264,6.95,27.88,0.511,F6/F7V      ,0.09999999999999964,"[355.2890269632738, -29.065077329531093, 359.2890269632738, -19.065077329531093]"
55,117510,357.45670537,-25.3312897,6.44,8.24,0.097,A3V         ,1.1199999999999992,"[355.2890269632738, -29.065077329531093, 359.2890269632738, -19.065077329531093]"
55,117737,358.17033914,-24.98519935,6.77,2.64,1.301,K1III       ,0.46000000000000085,"[355.2890269632738, -29.065077329531093, 359.2890269632738, -19.065077329531093]"
55,117797,358.33671573,-24.22922404,6.23,10.88,0.188,A5V         ,1.5399999999999991,"[355.2890269632738, -29.065077329531093, 359.2890269632738, -19.065077329531093]"
55,117860,358.58911989,-27.04290947,6.34,10.82,0.197,A2V+...     ,1.3200000000000003,"[355.2890269632738, -29.065077329531093, 359.2890269632738, -19.065077329531093]"
55,118029,359.12476549,-24.73724204,6.31,6.49,0.921,G8III/IV    ,1.3800000000000008,"[355.2890269632738, -29.065077329531093, 359.2890269632738, -19.065077329531093]"
55,118076,359.28384615,-26.62349762,6.26,2.66,1.452,K3III       ,1.4800000000000004,"[355.2890269632738, -29.065077329531093, 359.2890269632738, -19.065077329531093]"
56,183,0.58297574,-29.72044805,5.04,6.4,-0.15,B4V         ,3.92,"[0.3185326438086977, -33.753903098103876, 4.318532643808698, -23.75390309810388]"
56,253,0.78257245,-24.14513788,6.46,6.78,1.176,K1III       ,1.08,"[0.3185326438086977, -33.753903098103876, 4.318532643808698, -23.75390309810388]"
56,345,1.08457463,-29.26883006,6.38,7.75,0.006,A1V         ,1.2400000000000002,"[0.3185326438086977, -33.753903098103876, 4.318532643808698, -23.75390309810388]"
56,655,2.01465535,-33.52933371,5.67,10.02,1.119,K1III       ,2.66,"[0.3185326438086977, -33.753903098103876, 4.318532643808698, -23.75390309810388]"
56,761,2.3375862,-27.9879039,5.42,14.57,0.414,F3V         ,3.16,"[0.3185326438086977, -33.753903098103876, 4.318532643808698, -23.75390309810388]"
56,930,2.8934043,-27.7997782,5.41,5.61,1.346,K2III       ,3.1799999999999997,"[0.3185326438086977, -33.753903098103876, 4.318532643808698, -23.75390309810388]"
56,1096,3.42591849,-26.02215399,5.94,3.22,1.548,K5III       ,2.119999999999999,"[0.3185326438086977, -33.753903098103876, 4.318532643808698, -23.75390309810388]"
56,1099,3.4349148,-26.28498303,6.14,4.23,1.49,K4III       ,1.7200000000000006,"[0.3185326438086977, -33.753903098103876, 4.318532643808698, -23.75390309810388]"
56,1288,4.0366068,-31.44632821,5.66,7.64,1.35,K2III       ,2.6799999999999997,"[0.3185326438086977, -33.753903098103876, 4.318532643808698, -23.75390309810388]"
56,1330,4.17534757,-32.68837302,6.67,5.89,1.077,K0III       ,0.6600000000000001,"[0.3185326438086977, -33.753903098103876, 4.318532643808698, -23.75390309810388]"
